@relation 'matchadata-v2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,6-weka.filters.unsupervised.attribute.Remove-R3'

@attribute league {LCK,TCL,NAAc,EULCS,NALCS,LMS,CBLoL,LPL}
@attribute side {Blue,Red}
@attribute team {'Kingzone DragonX','KSV Esports','Kongdoo Monster',MVP,YouthCREW,'HWA Gaming','Afreeca Freecs','KT Rolster','SK Telecom T1','ROX Tigers','BBQ Olivers','Fenerbahce Esports','Dark Passage','Jin Air Green Wings','OpTic Academy','Team Liquid Academy','FlyQuest Academy','TSM Academy','CLG Academy','100 Thieves Academy','Golden Guardians Academy','Cloud9 Academy','Echo Fox Academy','Clutch Gaming Academy','G2 Esports',Misfits,H2K,Vitality,'Unicorns of Love','Giants Gaming',Roccat,'Schalke 04',Fnatic,Splyce,'Team Liquid','Team SoloMid','100 Thieves','OpTic Gaming','Clutch Gaming','Golden Guardians','Echo Fox',FlyQuest,'Counter Logic Gaming',Cloud9,'J Team','MAD Team','Hong Kong Attitude','AHQ e-Sports Club','INTZ e-Sports Club','Vivo Keyd','CNB e-Sports Club','KaBuM e-Sports','paiN Gaming','Team One e-Sports','Red Canids','ProGaming Esports',SuperMassive,'Royal Bandits e-sports',Galakticos,'Team AURORA','Team WE','Bilibili Gaming','Vici Gaming','Snake Esports','EDward Gaming','Funplus Phoenix',OMG,'Invictus Gaming','Royal Never Give Up','JD Gaming','LGD Gaming','Rogue Warriors','Topsports Gaming','Suning Gaming','Machi 17','Flash Wolves','Team Afro',G-Rex}
@attribute gamelength numeric
@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute teamdragkills numeric
@attribute elders numeric
@attribute herald numeric
@attribute teamtowerkills numeric
@attribute teambaronkills numeric
@attribute dmgtochamps numeric
@attribute wards numeric
@attribute totalgold numeric
@attribute earnedgpm numeric
@attribute cspm numeric
@attribute result {lose,win}

@data
LMS,Blue,'Flash Wolves',38.283333,4,11,9,0,0,0,1,0,52385,239,61659,962.601654,38.215063,lose
LMS,Red,'AHQ e-Sports Club',41.966667,8,13,22,3,1,1,5,2,83311,238,76010,1166.363781,37.196187,lose
LMS,Red,'Machi 17',42.75,12,12,23,3,0,?,5,0,104455,155,77007,1157.099415,39.157895,lose
LMS,Red,'J Team',31.583333,2,12,7,2,0,0,1,0,59076,133,47329,842.912929,34.3219,lose
LMS,Red,'J Team',36.933333,10,14,18,3,0,0,2,0,78552,145,60825,997.575812,34.413357,lose
LMS,Red,'Hong Kong Attitude',39.716667,13,20,31,3,0,0,8,2,86426,213,71088,1143.182543,32.404532,lose
LMS,Blue,'MAD Team',39.383333,4,11,5,2,0,0,3,0,46717,184,62379,936.903936,34.329242,lose
LMS,Red,'Hong Kong Attitude',31.533333,1,12,0,1,0,0,2,0,33411,169,48753,890.378436,36.27907,lose
NAAc,Red,'Cloud9 Academy',37.083333,9,18,23,2,0,0,4,0,71438,156,61403,1006.651685,34.220225,lose
NAAc,Blue,'Golden Guardians Academy',32.1,4,14,12,1,0,0,2,0,40855,122,48719,862.797508,32.803738,lose
NAAc,Blue,'TSM Academy',40.433333,4,17,5,0,0,?,1,0,65606,137,65424,971.990107,37.790602,lose
NAAc,Blue,'Echo Fox Academy',34.483333,9,13,20,1,0,1,5,0,58838,144,59488,1073.161914,35.611406,lose
NAAc,Blue,'OpTic Academy',34.9,3,12,6,0,0,0,0,0,51284,131,54717,916.338109,34.899713,lose
NAAc,Red,'Clutch Gaming Academy',73.5,15,15,50,3,0,0,9,1,196520,244,120145,1003.877551,30.489796,lose
NAAc,Red,'Team Liquid Academy',24.766667,4,17,9,0,0,0,1,0,30834,127,38091,870.355316,32.18035,lose
NAAc,Red,'CLG Academy',36.316667,5,13,8,1,0,0,3,0,54185,179,59283,982.446994,33.152822,lose
NAAc,Blue,'100 Thieves Academy',34.183333,8,13,13,1,0,?,0,0,56779,159,53027,898.941004,34.314968,lose
NAAc,Red,'Echo Fox Academy',47.116667,14,21,45,1,1,0,5,0,108075,244,86342,1191.268482,35.889636,lose
EULCS,Blue,H2K,34.033333,0,8,0,1,0,1,2,1,22428,168,55205,969.596474,37.522037,lose
EULCS,Blue,Roccat,68.916667,6,14,17,2,1,0,9,4,144216,334,127385,1216.396614,37.436518,lose
EULCS,Red,Misfits,38,8,13,24,4,0,1,4,1,67490,220,72025,1247.131579,39.947368,lose
EULCS,Red,'Unicorns of Love',34.583333,11,16,22,1,0,1,6,1,73882,139,59920,1080.780723,32.73253,lose
EULCS,Red,'Schalke 04',57.65,17,18,30,4,2,1,9,1,146210,244,104071,1169.3183,34.414571,lose
EULCS,Blue,Splyce,39.75,8,14,11,0,0,0,0,0,64919,168,63831,959.144654,36.528302,lose
EULCS,Red,H2K,30.116667,1,16,3,0,0,1,2,0,38796,158,46055,871.464306,34.432761,lose
EULCS,Red,Misfits,32.083333,0,11,0,0,0,1,0,0,37365,147,46891,806.587013,36.342857,lose
EULCS,Red,'Giants Gaming',31.616667,4,14,5,0,0,?,2,0,53801,108,51514,973.745915,37.480232,lose
EULCS,Red,'Unicorns of Love',36.85,10,12,22,2,0,0,3,0,68969,189,60377,989.058345,34.192673,lose
LPL,Red,'Topsports Gaming',28.566667,5,14,8,0,?,?,1,?,?,?,47993,?,?,lose
LPL,Blue,'Topsports Gaming',36.1,3,8,7,1,?,?,3,?,?,?,60538,?,?,lose
LPL,Red,'Funplus Phoenix',28.75,5,16,8,2,?,?,3,?,?,?,48314,?,?,lose
LPL,Red,'Invictus Gaming',33.8,6,21,12,0,?,?,1,?,?,?,58371,?,?,lose
LPL,Red,'Funplus Phoenix',23.683333,3,15,4,1,?,?,1,?,?,?,37283,?,?,lose
LPL,Red,'Snake Esports',36.65,9,18,28,1,?,?,3,?,?,?,67235,?,?,lose
LPL,Red,'LGD Gaming',61.15,28,26,70,3,?,?,6,?,?,?,118984,?,?,lose
LPL,Blue,'LGD Gaming',52.95,6,12,17,1,?,?,5,?,?,?,93150,?,?,lose
LPL,Blue,'Vici Gaming',31.966667,5,13,13,0,?,?,2,?,?,?,54241,?,?,lose
LPL,Blue,'Vici Gaming',26.816667,5,18,11,0,?,?,2,?,?,?,47417,?,?,lose
NALCS,Blue,'Team SoloMid',54.533333,11,12,32,1,0,1,8,2,108705,203,97255,1146.135697,34.437653,lose
NALCS,Blue,'Team Liquid',30.166667,2,12,5,0,0,0,0,0,54726,110,47347,911.834254,35.337017,lose
NALCS,Red,'Counter Logic Gaming',35.083333,7,13,16,1,0,1,3,0,72212,126,56623,962.679335,33.491686,lose
NALCS,Blue,'100 Thieves',34.85,2,12,3,1,0,1,4,0,47035,127,56718,975.94835,36.413199,lose
NALCS,Red,'Golden Guardians',34.066667,13,14,40,1,0,0,2,0,59289,172,57023,1021.414873,33.992172,lose
NALCS,Red,FlyQuest,39.016667,8,13,16,2,0,0,4,1,92051,198,68358,1104.702264,33.472875,lose
NALCS,Blue,'100 Thieves',37.266667,5,11,13,1,0,0,1,0,62239,141,57372,890.522361,33.944544,lose
NALCS,Red,'Counter Logic Gaming',31.3,5,13,10,1,0,0,2,0,44489,129,51244,981.162939,36.00639,lose
NALCS,Blue,'Team Liquid',42.916667,7,15,19,3,0,?,5,1,83627,184,73831,1076.225243,36.302913,lose
NALCS,Blue,'OpTic Gaming',31.35,6,11,18,1,0,1,3,0,43998,118,49142,911.572568,32.567783,lose
LPL,Blue,'Team WE',26.916667,2,12,6,0,?,?,0,?,?,?,42912,?,?,lose
LPL,Blue,'Team WE',32.116667,10,14,29,2,?,?,9,?,?,?,62955,?,?,lose
LPL,Red,'Bilibili Gaming',38.1,7,11,13,1,?,?,2,?,?,?,69881,?,?,lose
LPL,Red,'Royal Never Give Up',48.666667,15,12,29,3,?,?,8,?,?,?,95144,?,?,lose
LPL,Red,'Bilibili Gaming',30.283333,0,7,0,1,?,?,0,?,?,?,47030,?,?,lose
LPL,Red,'Royal Never Give Up',37.533333,4,11,11,0,?,?,2,?,?,?,63850,?,?,lose
LPL,Red,'JD Gaming',45.316667,13,14,41,2,?,?,7,?,?,?,86072,?,?,lose
LPL,Red,'Royal Never Give Up',28.95,1,12,3,1,?,?,2,?,?,?,50562,?,?,lose
LPL,Red,'Suning Gaming',32.683333,17,23,45,0,?,?,2,?,?,?,59312,?,?,lose
TCL,Red,YouthCREW,35.433333,4,17,11,1,0,1,2,0,41030,165,53807,867.651929,33.076199,lose
TCL,Blue,'HWA Gaming',29.833333,8,21,20,2,0,1,1,0,42030,101,45803,877.106145,28.759777,lose
TCL,Blue,Galakticos,23.9,3,14,10,0,0,0,1,0,41395,76,36517,858.251046,29.288703,lose
TCL,Blue,'Team AURORA',35.633333,18,19,38,0,0,1,3,0,79828,147,61405,1072.574369,32.469598,lose
TCL,Blue,Galakticos,34.966667,4,18,13,1,0,?,1,0,76796,123,54441,905.530982,34.547188,lose
TCL,Red,'Royal Bandits e-sports',21.616667,1,12,2,1,0,0,1,0,23060,68,31066,761.384734,32.151118,lose
TCL,Red,'HWA Gaming',27.166667,5,25,9,0,0,0,1,0,50852,126,39945,807.644172,30.404908,lose
TCL,Red,'Team AURORA',30.083333,5,13,12,1,0,1,1,0,42324,105,44976,837.240997,30.781163,lose
TCL,Blue,Galakticos,25.583333,3,12,7,1,0,1,0,0,29219,103,39063,861.029316,34.319218,lose
TCL,Blue,YouthCREW,28.933333,4,19,6,0,0,1,0,0,43806,104,42928,824.059908,33.490783,lose
TCL,Red,'HWA Gaming',46.2,8,18,14,1,0,1,3,1,73692,204,75508,992.545455,33.658009,lose
EULCS,Blue,'Giants Gaming',27.15,1,8,2,0,0,0,1,0,23124,139,43174,927.447514,33.73849,lose
EULCS,Blue,Roccat,36.066667,10,17,21,1,0,0,5,1,70645,157,62751,1089.654344,35.323475,lose
EULCS,Red,'Unicorns of Love',34.4,4,11,9,1,0,0,1,0,48352,162,52188,865.034884,34.331395,lose
EULCS,Red,Vitality,34.016667,0,11,0,2,0,?,0,0,67026,155,51503,861.542381,36.305732,lose
EULCS,Blue,'Schalke 04',32.616667,5,10,14,2,0,1,4,0,49348,132,54808,1026.119571,36.791007,lose
EULCS,Red,'Giants Gaming',33.483333,11,22,28,0,0,1,3,0,59892,122,54308,968.786461,32.374316,lose
EULCS,Blue,Vitality,33.016667,8,10,20,1,0,0,4,0,62019,170,59484,1147.899041,36.981323,lose
EULCS,Blue,'Schalke 04',37.683333,2,11,6,2,0,0,3,1,52655,203,59495,930.246793,34.604157,lose
EULCS,Blue,Misfits,36.866667,6,14,14,2,0,1,5,0,52258,213,63843,1082.349005,38.056058,lose
EULCS,Red,Splyce,43.133333,7,13,17,3,0,0,3,1,72822,217,70019,979.367852,33.315301,lose
NAAc,Blue,'Clutch Gaming Academy',52.133333,8,19,25,1,0,?,5,1,136512,186,86680,1024.227621,34.181586,lose
NAAc,Red,'CLG Academy',36.8,3,13,4,0,0,1,3,0,55811,180,58655,944.440217,35.570652,lose
NAAc,Red,'OpTic Academy',32.566667,8,18,18,1,0,0,5,0,65534,158,58565,1143.997953,35.465711,lose
NAAc,Blue,'Echo Fox Academy',25.233333,2,7,4,1,0,1,5,0,34727,113,42727,1026.665786,35.310436,lose
NAAc,Red,'Golden Guardians Academy',32.933333,8,17,19,1,0,0,2,0,72360,124,53862,981.643725,32.854251,lose
NAAc,Red,'Golden Guardians Academy',42.6,14,19,31,2,0,0,4,1,84884,173,73803,1088.117371,34.553991,lose
NAAc,Blue,'Cloud9 Academy',35.783333,6,13,9,1,0,0,3,0,49064,159,58753,991.400093,33.730787,lose
NAAc,Blue,'Clutch Gaming Academy',45.283333,12,18,34,3,0,0,6,0,126283,246,79453,1112.144277,33.411851,lose
NAAc,Blue,'100 Thieves Academy',39.866667,8,13,21,1,0,?,3,0,62283,157,64568,973.033445,35.242475,lose
NAAc,Blue,'Team Liquid Academy',38.2,10,21,17,3,0,1,9,1,91070,149,69509,1171.534031,34.34555,lose
CBLoL,Blue,'Vivo Keyd',34.916667,8,17,19,1,0,0,3,0,45142,168,59617,1055.942721,34.711217,lose
CBLoL,Blue,'paiN Gaming',35.733333,6,13,18,0,0,0,3,0,82434,145,58909,998.009328,33.302239,lose
CBLoL,Red,'paiN Gaming',41.916667,11,17,19,2,0,1,4,0,89967,187,69227,1006.664016,34.306163,lose
CBLoL,Red,'ProGaming Esports',32.8,5,15,17,0,0,1,1,0,46500,158,47674,799.463415,30.609756,lose
CBLoL,Red,'KaBuM e-Sports',38.55,4,12,5,0,0,?,2,1,50772,180,64844,1034.329442,35.40856,lose
CBLoL,Red,'ProGaming Esports',34.566667,15,20,38,2,0,1,3,0,58424,213,55984,967.72999,29.161041,lose
CBLoL,Blue,'Team One e-Sports',31.366667,2,8,5,2,0,1,2,0,40828,111,50018,938.690755,36.822529,lose
CBLoL,Red,'Team One e-Sports',42.2,13,25,37,3,0,0,5,1,84432,196,72321,1069.113744,32.772512,lose
CBLoL,Red,'CNB e-Sports Club',28.45,5,15,9,1,0,?,2,0,53019,130,45447,936.998242,34.973638,lose
CBLoL,Blue,'CNB e-Sports Club',43.016667,9,20,23,1,0,1,4,0,91942,148,73430,1062.97869,34.637737,lose
NALCS,Blue,'Counter Logic Gaming',42.7,7,8,19,0,0,0,1,0,60586,199,68206,953.058548,36.370023,lose
NALCS,Red,'100 Thieves',34.65,6,11,18,1,0,0,3,0,59681,117,56046,965.720058,34.949495,lose
NALCS,Red,'Team SoloMid',32.966667,5,14,9,3,0,0,2,0,55456,129,52177,928.920121,35.156724,lose
NALCS,Red,FlyQuest,37.533333,2,10,5,1,0,?,2,0,52897,207,58558,911.445826,33.490231,lose
NALCS,Red,'Golden Guardians',37.9,6,15,14,0,0,0,2,0,47651,215,59271,915.519789,33.614776,lose
NALCS,Red,'Team SoloMid',40.716667,1,10,1,1,0,0,1,0,47674,168,65181,954.999591,38.215309,lose
NALCS,Red,'Team Liquid',48.616667,10,18,31,0,0,0,6,0,89184,263,83942,1086.265341,35.975317,lose
NALCS,Red,Cloud9,33.133333,6,16,16,0,0,0,3,1,76450,157,56807,1060.907445,35.855131,lose
NALCS,Red,'Counter Logic Gaming',52.883333,14,15,39,2,0,?,5,1,157603,243,90462,1072.538292,34.736842,lose
NALCS,Red,'OpTic Gaming',49.516667,15,11,28,3,0,0,7,1,76194,248,87208,1121.355772,34.513632,lose
TCL,Red,Galakticos,24.05,4,13,9,0,0,0,1,0,20801,78,35060,788.49896,29.56341,lose
TCL,Red,'Team AURORA',31.183333,5,15,10,0,0,0,1,0,42830,133,47068,853.205772,32.51737,lose
TCL,Blue,'HWA Gaming',42.533333,9,20,22,2,1,0,5,0,78755,218,70153,1004.967085,32.42163,lose
TCL,Red,'Fenerbahce Esports',33.95,9,11,21,2,0,1,3,1,44487,162,58938,1083.434462,36.583211,lose
TCL,Blue,'Royal Bandits e-sports',44.316667,10,4,27,1,0,?,3,1,66230,221,72442,991.550207,34.456563,lose
TCL,Blue,Galakticos,39.416667,10,20,27,3,0,1,5,1,102751,161,66019,1027.940803,32.219873,lose
TCL,Red,'Dark Passage',34.2,6,11,17,4,0,0,0,1,48887,175,54726,947.883041,35.233918,lose
TCL,Red,'Dark Passage',31.283333,7,14,23,2,0,0,1,0,57501,155,52253,1014.265317,34.619073,lose
TCL,Red,Galakticos,26.05,4,11,8,0,0,0,2,0,38772,91,39653,857.289827,31.823417,lose
TCL,Blue,'Fenerbahce Esports',43.766667,20,14,54,3,0,?,3,1,126824,232,76022,1093.498858,33.175933,lose
TCL,Red,'HWA Gaming',26.85,4,13,12,0,0,0,1,0,29496,131,40251,835.783985,32.588454,lose
TCL,Blue,'Fenerbahce Esports',25.35,2,14,4,0,0,0,1,0,22898,103,37811,825.199211,33.648915,lose
TCL,Red,Galakticos,52.933333,17,18,37,5,2,0,7,3,108242,200,97882,1211.123426,34.023929,lose
TCL,Blue,'Dark Passage',30.416667,3,14,5,0,0,1,3,0,45420,135,48203,927.452055,34.257534,lose
LCK,Red,'Kongdoo Monster',30.6,4,15,11,0,0,1,0,0,54337,103,46859,874.30719,34.934641,lose
LCK,Red,'SK Telecom T1',45.266667,15,24,39,2,0,?,3,0,109884,256,76911,1056.622975,35.169367,lose
LCK,Red,'Kongdoo Monster',27.4,3,8,8,0,0,?,1,0,37555,133,42859,901.905109,35.729927,lose
LCK,Blue,'KSV Esports',44.6,2,8,7,1,0,0,1,0,45022,241,72872,991.004484,39.573991,lose
LCK,Red,'KSV Esports',47.516667,4,14,14,0,0,1,3,0,88385,192,75814,954.524027,34.93511,lose
LCK,Blue,'Afreeca Freecs',32.833333,2,13,4,0,0,?,0,0,47122,161,51623,918.304568,37.766497,lose
LCK,Red,'Afreeca Freecs',36.966667,4,13,7,1,0,0,0,0,66689,166,59349,956.196573,38.548242,lose
LCK,Blue,MVP,34.35,3,13,9,1,0,1,0,0,62732,134,54346,930.008734,36.593886,lose
LCK,Red,MVP,36.483333,7,14,19,1,0,0,0,0,69414,175,59373,977.629968,35.057104,lose
NALCS,Red,Cloud9,28.183333,2,16,6,0,0,1,2,0,43125,94,44967,934.6233,36.546422,lose
NALCS,Blue,'Counter Logic Gaming',47.9,5,11,15,1,1,1,7,1,108770,209,76845,963.511482,30.375783,lose
NALCS,Red,'Echo Fox',37.2,7,18,4,0,0,0,2,1,60171,124,62593,1033.564516,35.698925,lose
NALCS,Blue,'Golden Guardians',34,2,12,5,2,0,1,3,0,39269,157,53235,913.205882,35.352941,lose
NALCS,Red,FlyQuest,30.016667,7,11,19,0,0,0,1,0,41947,129,48396,954.396446,35.946696,lose
NALCS,Blue,'OpTic Gaming',34.483333,2,14,2,0,0,1,3,0,36787,127,54272,921.900435,35.814403,lose
NALCS,Blue,FlyQuest,36.9,6,13,16,0,0,1,3,0,75132,179,59487,962.769648,34.173442,lose
NALCS,Red,'Team Liquid',22.75,4,11,7,0,0,1,0,0,29798,88,34761,855.384615,33.230769,lose
NALCS,Blue,'Counter Logic Gaming',31.55,8,15,20,3,0,0,3,0,64217,112,52287,1001.597464,32.96355,lose
NALCS,Red,'Clutch Gaming',24.766667,4,12,10,0,0,0,0,0,36238,119,37318,839.144011,32.059219,lose
EULCS,Blue,Splyce,45.616667,17,17,41,0,0,0,3,0,114240,217,79655,1103.973694,33.649982,lose
EULCS,Blue,Roccat,40.5,3,10,7,0,0,0,1,0,67401,210,63390,919.160494,36.074074,lose
EULCS,Red,H2K,38.5,7,18,22,1,0,1,3,0,70395,159,60751,930.155844,33.090909,lose
EULCS,Blue,Vitality,29.233333,8,16,20,0,0,?,2,0,51890,136,47410,962.640821,34.070696,lose
EULCS,Red,Misfits,37.633333,5,8,15,3,0,1,7,1,73033,163,62769,1019.29318,32.683791,lose
EULCS,Red,Roccat,49.233333,12,15,36,2,1,1,5,1,104371,202,82630,1038.345295,32.335816,lose
EULCS,Red,'Giants Gaming',51.5,17,13,49,5,1,0,10,2,113894,183,95605,1217.650485,32.31068,lose
EULCS,Red,'Schalke 04',34.45,6,7,14,0,0,0,4,0,44228,202,57383,1013.689405,33.41074,lose
EULCS,Blue,'G2 Esports',41.05,6,10,13,2,0,1,6,1,61103,189,76766,1224.492083,39.196102,lose
EULCS,Red,Vitality,36.416667,8,22,22,2,0,0,3,0,65354,180,59990,997.482837,35.176201,lose
NAAc,Red,'100 Thieves Academy',29.033333,6,13,15,1,0,?,1,0,49065,96,44906,887.24225,33.995408,lose
NAAc,Red,'TSM Academy',31,5,14,10,0,0,0,0,0,65034,104,46172,832.967742,32.580645,lose
NAAc,Blue,'Clutch Gaming Academy',30.4,7,14,11,0,0,1,1,0,52247,118,49406,967.868421,33.848684,lose
NAAc,Blue,'Echo Fox Academy',31.833333,9,16,21,0,0,0,1,0,58918,99,52101,981.39267,35.120419,lose
NAAc,Red,'Golden Guardians Academy',34.483333,3,14,7,1,0,0,3,1,32383,144,53982,913.490575,33.030449,lose
NAAc,Blue,'CLG Academy',34.3,7,18,15,1,0,1,3,0,56526,119,53238,899.953353,31.253644,lose
NAAc,Blue,'TSM Academy',27.216667,1,7,1,1,0,1,6,0,28197,88,45583,1012.18861,35.162278,lose
NAAc,Red,'FlyQuest Academy',34.083333,8,19,16,2,0,1,2,0,71643,169,56327,1000.195599,34.09291,lose
NAAc,Blue,'100 Thieves Academy',38,10,9,29,1,0,1,8,1,96501,166,67859,1137.5,34.5,lose
NAAc,Blue,'Golden Guardians Academy',32.666667,5,9,10,0,0,0,2,0,36230,124,53173,973.561224,34.836735,lose
LCK,Red,'Kingzone DragonX',57.3,3,12,4,1,0,0,6,1,117252,361,101835,1141.176265,37.853403,lose
LCK,Red,'BBQ Olivers',29.133333,0,6,0,0,0,1,0,0,29513,127,43609,837.576659,35.011442,lose
LCK,Red,'Kingzone DragonX',62.216667,9,8,22,3,1,0,5,1,132856,400,103704,1032.671846,34.620948,lose
LCK,Blue,'Kongdoo Monster',34.15,10,13,26,0,0,1,2,0,55711,190,55527,973.622255,33.382138,lose
LCK,Red,'Kongdoo Monster',37.183333,9,13,21,2,0,0,2,0,68409,178,59395,948.295831,34.343344,lose
LCK,Blue,'ROX Tigers',33.016667,5,16,10,1,0,0,2,0,47778,161,52979,950.877335,34.225139,lose
LCK,Red,'ROX Tigers',28.233333,2,10,3,0,0,0,3,0,37691,119,43330,873.903188,33.116883,lose
LCK,Blue,'Kingzone DragonX',44.7,9,9,29,4,1,1,5,1,97541,252,82259,1197.418345,40.246085,lose
LCK,Blue,'Afreeca Freecs',43.933333,5,13,9,1,0,1,4,1,65373,272,75377,1072.347496,37.898331,lose
LCK,Red,'Afreeca Freecs',34.1,5,11,14,1,0,0,0,0,68577,180,53811,925.624633,37.243402,lose
LCK,Blue,'Jin Air Green Wings',41.95,6,16,15,1,0,1,5,1,69184,222,71217,1052.815256,35.709178,lose
LCK,Blue,'KT Rolster',42.316667,9,11,20,1,0,?,4,0,83604,178,70415,1019.437574,35.966916,lose
LCK,Blue,'Jin Air Green Wings',32.266667,1,11,1,1,0,1,2,0,38034,180,50838,920.85124,36.849174,lose
LCK,Red,'BBQ Olivers',35.1,0,7,0,0,0,0,0,0,48808,190,57435,985.065527,38.575499,lose
LCK,Blue,'BBQ Olivers',39.466667,7,9,20,0,0,1,1,0,83540,210,63733,967.940878,35.701014,lose
LMS,Blue,'MAD Team',36.733333,11,16,20,0,0,?,2,0,73336,194,60769,1004.814882,34.246824,lose
LMS,Red,'MAD Team',33.6,10,16,22,0,0,0,0,0,66603,168,54797,977.851191,35.059524,lose
LMS,Red,'AHQ e-Sports Club',34.416667,6,8,8,3,0,1,4,0,42026,187,57378,1015.118644,36.958838,lose
LMS,Blue,'AHQ e-Sports Club',32.616667,4,8,12,0,0,1,4,1,69898,119,54758,1024.586612,35.656617,lose
LMS,Blue,G-Rex,41.683333,9,15,26,1,1,1,6,0,73915,232,72785,1101.082767,36.033587,lose
LMS,Blue,G-Rex,42.016667,7,21,23,0,0,?,1,1,101392,191,69298,1004.501388,35.86672,lose
LMS,Blue,'Machi 17',37,6,19,20,1,0,0,0,0,68556,178,56412,875.405405,33.621622,lose
LMS,Red,'Machi 17',32.65,6,14,9,3,0,0,3,1,53066,122,56212,1067.448698,35.344564,lose
LMS,Blue,'MAD Team',32.3,2,9,3,0,0,1,0,0,34799,179,48372,842.922601,35.727554,lose
LMS,Red,'MAD Team',35.45,10,17,14,2,0,?,2,0,74670,214,59371,1023.909732,35.712271,lose
LMS,Red,'Hong Kong Attitude',43.85,18,20,43,1,0,0,2,0,104947,242,79792,1176.232611,36.351197,lose
LMS,Red,'Team Afro',38.533333,12,19,28,0,0,0,1,0,75991,213,66276,1072.204152,35.397924,lose
LMS,Blue,'Team Afro',30.833333,4,17,12,0,0,0,0,0,44708,143,42560,723.632432,30.194595,lose
TCL,Red,YouthCREW,28.9,2,16,1,1,0,0,2,0,32972,126,41697,783.121107,29.723183,lose
TCL,Red,'Team AURORA',41.916667,9,17,23,4,1,1,3,0,98782,172,69744,1018.998012,35.021869,lose
TCL,Blue,'Dark Passage',28.516667,0,11,0,0,0,1,1,0,27222,95,43102,851.14436,33.103448,lose
TCL,Blue,Galakticos,23.883333,2,14,1,0,0,0,0,0,25297,72,31841,663.491975,27.508723,lose
TCL,Blue,'Team AURORA',32.65,11,20,31,0,0,0,1,0,64666,116,52511,954.094946,32.741194,lose
TCL,Blue,Galakticos,41.933333,16,19,37,2,1,0,5,0,73660,143,73444,1106.585056,33.624801,lose
TCL,Red,'Dark Passage',26.166667,3,9,7,0,0,0,0,0,31875,115,37900,783.745223,31.987261,lose
TCL,Red,'HWA Gaming',32.15,9,17,27,0,0,0,2,0,68817,150,50104,903.583204,29.70451,lose
TCL,Red,'Team AURORA',24.416667,1,12,2,0,0,?,1,0,20474,74,36574,829.474403,31.945392,lose
TCL,Blue,Galakticos,27.55,6,21,18,0,0,0,0,0,46806,100,42221,870.504537,32.994555,lose
TCL,Red,YouthCREW,24.583333,15,32,24,1,0,1,1,0,51580,111,40920,996.488136,28.677966,lose
TCL,Red,'HWA Gaming',31.733333,4,12,11,0,0,0,1,1,66969,161,49150,893.420168,33.088235,lose
CBLoL,Red,'Team One e-Sports',29.416667,2,11,4,1,0,0,1,0,37234,126,44008,837.17847,32.600567,lose
CBLoL,Blue,'Team One e-Sports',27,10,20,23,1,0,0,4,0,55662,118,43540,949.555556,28.37037,lose
CBLoL,Blue,'Vivo Keyd',37.533333,3,17,6,2,0,?,3,0,79686,157,60372,959.776199,36.740675,lose
CBLoL,Red,'Vivo Keyd',38.866667,2,16,3,1,0,1,6,0,47467,192,65751,1044.252144,38.336192,lose
CBLoL,Red,'paiN Gaming',38.8,7,14,18,2,0,0,3,0,73258,137,60917,922.510309,31.262887,lose
CBLoL,Red,'INTZ e-Sports Club',36.016667,1,10,4,0,0,0,2,0,35012,170,56015,904.992133,35.455807,lose
CBLoL,Red,'paiN Gaming',33.233333,8,12,13,2,0,0,3,1,63067,111,57259,1069.474423,32.497492,lose
CBLoL,Red,'CNB e-Sports Club',40.2,9,12,29,3,0,0,2,0,80712,149,64562,959.741293,32.661692,lose
CBLoL,Red,'ProGaming Esports',44.583333,9,13,24,1,0,0,3,1,87737,258,76462,1072.127103,34.228037,lose
LCK,Red,'KSV Esports',39.733333,5,10,13,0,0,0,2,0,70719,228,66001,1014.417785,39.08557,lose
LCK,Blue,'KSV Esports',32.166667,1,10,2,0,0,0,1,0,28570,180,50330,909.823834,36.65285,lose
LCK,Blue,'KT Rolster',30.65,3,9,8,0,0,0,0,0,41871,129,48242,917.004894,38.17292,lose
LCK,Red,'KT Rolster',29.466667,5,15,11,1,0,?,0,0,46321,134,46103,905.816742,35.158371,lose
LCK,Blue,'Jin Air Green Wings',50.983333,11,18,23,3,1,0,8,1,98451,241,88810,1102.91337,33.893429,lose
LCK,Red,'Jin Air Green Wings',60.316667,9,21,22,2,0,1,5,1,166697,335,99572,1015.974579,34.285714,lose
LCK,Red,MVP,39.016667,8,14,16,4,0,0,3,0,76113,155,64374,1002.592055,34.318667,lose
LCK,Blue,MVP,25.533333,3,25,6,0,0,0,0,0,52243,103,40181,907.699739,33.603133,lose
LCK,Red,'SK Telecom T1',35.983333,0,13,0,2,0,1,1,0,39644,184,58146,965.619268,40.046318,lose
LCK,Red,'Afreeca Freecs',44.05,4,13,12,1,0,0,1,0,85258,295,71459,978.942111,37.412032,lose
LCK,Red,'SK Telecom T1',39,5,13,10,0,0,?,4,0,42409,204,65092,1021.692308,36.25641,lose
LCK,Red,'Kongdoo Monster',26.333333,2,10,7,0,0,0,0,0,24989,74,37706,767.544304,31.936709,lose
LCK,Blue,'Kongdoo Monster',31.7,5,17,16,0,0,0,1,0,42147,122,46989,826.832808,30.977918,lose
