@relation 'matchadata-v2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,6-weka.filters.unsupervised.attribute.Remove-R3'

@attribute league {LCK,TCL,NAAc,EULCS,NALCS,LMS,CBLoL,LPL}
@attribute side {Blue,Red}
@attribute team {'Kingzone DragonX','KSV Esports','Kongdoo Monster',MVP,YouthCREW,'HWA Gaming','Afreeca Freecs','KT Rolster','SK Telecom T1','ROX Tigers','BBQ Olivers','Fenerbahce Esports','Dark Passage','Jin Air Green Wings','OpTic Academy','Team Liquid Academy','FlyQuest Academy','TSM Academy','CLG Academy','100 Thieves Academy','Golden Guardians Academy','Cloud9 Academy','Echo Fox Academy','Clutch Gaming Academy','G2 Esports',Misfits,H2K,Vitality,'Unicorns of Love','Giants Gaming',Roccat,'Schalke 04',Fnatic,Splyce,'Team Liquid','Team SoloMid','100 Thieves','OpTic Gaming','Clutch Gaming','Golden Guardians','Echo Fox',FlyQuest,'Counter Logic Gaming',Cloud9,'J Team','MAD Team','Hong Kong Attitude','AHQ e-Sports Club','INTZ e-Sports Club','Vivo Keyd','CNB e-Sports Club','KaBuM e-Sports','paiN Gaming','Team One e-Sports','Red Canids','ProGaming Esports',SuperMassive,'Royal Bandits e-sports',Galakticos,'Team AURORA','Team WE','Bilibili Gaming','Vici Gaming','Snake Esports','EDward Gaming','Funplus Phoenix',OMG,'Invictus Gaming','Royal Never Give Up','JD Gaming','LGD Gaming','Rogue Warriors','Topsports Gaming','Suning Gaming','Machi 17','Flash Wolves','Team Afro',G-Rex}
@attribute gamelength numeric
@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute teamdragkills numeric
@attribute elders numeric
@attribute herald numeric
@attribute teamtowerkills numeric
@attribute teambaronkills numeric
@attribute dmgtochamps numeric
@attribute wards numeric
@attribute totalgold numeric
@attribute earnedgpm numeric
@attribute cspm numeric
@attribute result {lose,win}

@data
NAAc,Red,'FlyQuest Academy',32.166667,17,2,43,3,0,0,10,0,77903,160,63059,1305.544041,34.632124,win
NAAc,Blue,'Echo Fox Academy',52.6,15,15,28,3,1,0,11,3,131872,252,104393,1346.460076,38.041825,win
NAAc,Blue,'Cloud9 Academy',37.433333,12,8,29,2,0,1,8,0,95223,144,66483,1127.225289,34.861977,win
NAAc,Red,'100 Thieves Academy',39.516667,14,11,38,4,0,0,8,1,68991,190,72097,1177.599325,35.757065,win
NAAc,Red,'Team Liquid Academy',46.066667,15,14,39,4,1,0,7,1,85469,246,85476,1213.571635,37.662808,win
NAAc,Blue,'TSM Academy',32.133333,11,1,33,2,0,1,8,1,63826,126,61460,1257.771784,35.912863,win
EULCS,Blue,'Unicorns of Love',35.1,9,3,25,3,0,1,11,1,64579,172,67666,1276.547009,39.002849,win
EULCS,Blue,'Giants Gaming',39.15,16,9,44,2,0,0,8,1,77416,201,71345,1175.15198,34.968072,win
EULCS,Red,Vitality,35.716667,9,8,25,3,0,1,11,2,64498,142,66800,1219.693887,34.185721,win
EULCS,Blue,'G2 Esports',42.516667,7,2,25,4,1,1,11,2,119687,215,76999,1166.620149,33.539788,win
EULCS,Red,Misfits,64.433333,19,9,53,3,1,0,8,4,134374,287,125625,1316.303156,35.944128,win
LCK,Blue,'Kingzone DragonX',31.583333,8,2,22,3,0,1,11,2,72874,183,69860,1556.295515,44.327177,win
LCK,Red,'Kingzone DragonX',30.9,14,6,34,3,0,?,10,1,58954,171,68019,1544.666667,39.87055,win
LCK,Red,'BBQ Olivers',39.9,13,6,28,0,0,1,10,1,60282,237,79699,1350.932331,37.994987,win
LCK,Red,'KSV Esports',48.083333,16,15,37,4,1,0,6,1,143008,252,88601,1201.996534,35.043328,win
LCK,Blue,'KSV Esports',40.933333,11,9,21,2,0,0,11,2,68891,193,83899,1403.985342,40.260586,win
EULCS,Red,Vitality,29.9,8,5,12,3,0,1,7,1,59011,182,56760,1240.240803,38.227425,win
EULCS,Blue,'Schalke 04',36.316667,22,9,59,0,0,0,10,1,76855,164,72919,1357.921983,35.988986,win
EULCS,Red,Fnatic,39.833333,17,3,43,3,0,0,11,2,68329,160,79176,1341.087866,38.460251,win
EULCS,Red,'G2 Esports',32.533333,9,1,27,2,0,0,11,2,55396,126,69189,1472.354508,42.510246,win
EULCS,Red,Splyce,52.483333,10,14,24,1,0,0,7,2,128475,242,90825,1092.293426,33.153382,win
NALCS,Blue,'Counter Logic Gaming',39.55,13,9,36,4,1,0,10,1,83338,175,74423,1234.902655,34.94311,win
NALCS,Blue,Cloud9,35.966667,12,5,33,3,0,1,10,1,72485,171,68733,1260.706209,37.173309,win
NALCS,Red,'100 Thieves',48.2,8,8,28,3,0,1,11,1,90001,246,83343,1088.518672,34.419087,win
NALCS,Red,'Team Liquid',27.566667,17,3,38,3,0,1,9,1,52990,106,59446,1494.457074,40.483676,win
NALCS,Blue,'Team SoloMid',32.516667,8,0,19,3,0,1,10,1,43753,161,67004,1406.22655,42.193747,win
NALCS,Blue,'Echo Fox',40.75,16,7,44,4,1,1,11,2,66973,140,81566,1355.803681,37.153374,win
NALCS,Red,'Team SoloMid',41.166667,13,5,30,5,1,0,9,2,87551,186,79914,1295.757085,36.412955,win
NALCS,Red,'Team Liquid',26.466667,12,1,33,2,0,1,8,1,46556,134,54565,1397.584383,40.654912,win
NALCS,Red,Cloud9,46.566667,7,7,13,3,1,1,10,3,84845,231,89587,1282.251969,38.826056,win
NALCS,Blue,'Counter Logic Gaming',43.616667,16,7,54,4,1,?,11,2,126559,206,85892,1325.653802,33.404662,win
LCK,Red,'KT Rolster',33.783333,16,3,39,3,0,1,11,1,101788,148,74075,1539.859891,40.078934,win
LCK,Red,'ROX Tigers',32.3,17,10,37,1,0,?,8,1,80374,165,63811,1320.910217,34.922601,win
LCK,Red,'KT Rolster',39.016667,11,6,28,1,0,0,11,1,82820,161,77527,1339.7044,37.394276,win
LCK,Red,'Afreeca Freecs',42.433333,11,7,36,3,0,?,10,2,103659,270,92785,1542.131972,43.762765,win
LCK,Blue,'Afreeca Freecs',38.583333,6,3,12,4,1,1,11,2,54042,194,79989,1425.434125,41.028078,win
LMS,Blue,G-Rex,34.166667,13,3,33,2,0,1,9,1,78641,158,68090,1340.546341,38.692683,win
LMS,Red,G-Rex,36.383333,8,3,23,1,0,?,8,2,63789,200,70548,1289.145213,36.582684,win
LMS,Blue,'MAD Team',46.65,15,5,37,3,1,?,9,2,121259,256,95461,1404.784566,39.013934,win
LMS,Blue,'AHQ e-Sports Club',44.916667,7,3,18,3,1,1,9,1,66133,264,87422,1303.636364,37.269017,win
LMS,Blue,'MAD Team',36.983333,20,7,52,3,0,0,11,1,117521,214,76943,1431.217666,36.313655,win
LMS,Red,'Team Afro',42.65,19,9,65,4,1,?,8,1,91378,243,83857,1321.856975,36.389215,win
LMS,Blue,'J Team',37.8,11,3,28,3,0,0,8,2,79238,135,77550,1403.132275,42.433862,win
LMS,Blue,'J Team',44.183333,16,14,39,4,1,1,11,3,98568,181,92307,1445.99321,38.27235,win
LMS,Blue,'MAD Team',47.266667,13,8,42,1,1,0,10,2,117548,261,91379,1292.111425,35.754584,win
LMS,Red,'MAD Team',55.033333,13,13,32,6,2,0,11,3,166829,334,107876,1323.154452,35.651121,win
LMS,Blue,'Flash Wolves',24.683333,11,3,30,1,0,1,10,1,43379,129,52299,1450.970966,34.071573,win
LMS,Blue,'Flash Wolves',28.516667,13,6,38,1,0,?,8,1,61639,156,56466,1319.782583,36.049094,win
LMS,Blue,'Flash Wolves',35.8,13,3,29,0,0,1,11,1,89525,211,74338,1425.988827,37.234637,win
LMS,Red,'Flash Wolves',34.833333,13,6,39,2,0,0,9,2,49880,196,68291,1308.947368,35.712919,win
TCL,Red,SuperMassive,27.983333,12,9,36,2,0,1,8,1,61492,138,55639,1327.047052,36.879095,win
TCL,Red,'HWA Gaming',27.916667,16,6,38,1,0,1,10,0,62800,129,56110,1348.549254,36.39403,win
TCL,Blue,'Fenerbahce Esports',37.2,20,11,52,3,0,0,10,2,88375,178,73684,1331.709677,33.413978,win
TCL,Blue,'Dark Passage',36.633333,15,3,45,2,0,0,10,3,67798,123,71364,1298.44586,33.958144,win
TCL,Red,'HWA Gaming',37.25,12,10,32,3,0,?,10,1,94468,127,64853,1092.026846,30.281879,win
TCL,Red,YouthCREW,25.616667,13,2,36,2,0,1,8,1,56381,93,50423,1302.573845,36.616786,win
TCL,Red,'Team AURORA',25.35,10,3,22,1,0,1,10,1,45313,94,51513,1365.712032,35.502959,win
TCL,Blue,SuperMassive,32.15,15,13,31,2,0,1,8,1,58195,125,62615,1292.727838,36.111975,win
TCL,Red,'Royal Bandits e-sports',28.95,10,4,26,1,0,1,10,1,49222,139,55016,1240.780656,32.607945,win
TCL,Red,'Team AURORA',26.866667,17,4,39,2,0,1,9,1,60331,107,55057,1385.977667,34.950372,win
TCL,Red,SuperMassive,31.283333,12,7,39,2,0,0,10,2,57791,115,60931,1291.665424,33.436335,win
CBLoL,Blue,'CNB e-Sports Club',39.95,8,14,17,0,0,0,9,1,76510,149,71079,1132.705882,35.844806,win
CBLoL,Blue,'paiN Gaming',38.05,13,10,32,2,0,?,8,2,96027,149,69239,1171.46912,33.114323,win
CBLoL,Blue,'CNB e-Sports Club',28.05,12,4,27,3,0,1,9,1,43384,100,54019,1264.684492,34.688057,win
CBLoL,Red,'Vivo Keyd',40.7,17,4,41,2,0,1,10,2,86797,176,77781,1265.223587,34.619165,win
CBLoL,Blue,'Vivo Keyd',36.366667,26,10,72,3,0,1,11,2,116378,175,74340,1394.287809,32.419798,win
CBLoL,Blue,'KaBuM e-Sports',33,10,8,27,3,0,0,11,2,71217,159,64434,1298.787879,35.515152,win
CBLoL,Red,'KaBuM e-Sports',28,9,3,21,1,0,1,11,1,60331,128,55007,1303.321429,35,win
CBLoL,Blue,'ProGaming Esports',42.416667,21,12,68,3,0,1,10,2,95128,248,87006,1406.734774,36.047151,win
CBLoL,Red,'ProGaming Esports',31.316667,13,3,44,1,0,1,9,1,62863,141,56400,1144.955828,31.868015,win
LPL,Red,'Bilibili Gaming',30.083333,18,4,42,2,?,?,9,?,?,?,61753,?,?,win
LPL,Blue,'Bilibili Gaming',29.2,14,3,42,1,?,?,8,?,?,?,57515,?,?,win
LPL,Red,'Snake Esports',30.366667,11,2,29,3,?,?,10,?,?,?,64898,?,?,win
LPL,Blue,'Snake Esports',30.616667,12,2,40,3,?,?,11,?,?,?,67158,?,?,win
LPL,Blue,'Team WE',47.566667,15,7,45,2,?,?,5,?,?,?,92966,?,?,win
LPL,Blue,'EDward Gaming',30.533333,9,3,16,3,?,?,9,?,?,?,61698,?,?,win
LPL,Red,'EDward Gaming',28.716667,12,10,31,0,?,?,7,?,?,?,59221,?,?,win
LPL,Blue,'Vici Gaming',40.716667,15,10,49,0,?,?,10,?,?,?,78887,?,?,win
LPL,Blue,'EDward Gaming',29.566667,6,0,17,3,?,?,11,?,?,?,60108,?,?,win
LPL,Red,'EDward Gaming',26.35,11,2,34,2,?,?,9,?,?,?,53483,?,?,win
LPL,Blue,'Funplus Phoenix',38.816667,17,10,49,3,?,?,9,?,?,?,77065,?,?,win
LPL,Red,'Funplus Phoenix',28.216667,14,4,31,3,?,?,8,?,?,?,56170,?,?,win
LPL,Blue,'LGD Gaming',42.033333,26,10,63,3,?,?,11,?,?,?,90420,?,?,win
LPL,Blue,'Invictus Gaming',28.833333,19,13,41,1,?,?,11,?,?,?,63513,?,?,win
LPL,Red,'Invictus Gaming',24.483333,19,5,49,2,?,?,11,?,?,?,57188,?,?,win
LPL,Red,'Invictus Gaming',28.5,17,6,32,1,?,?,11,?,?,?,60880,?,?,win
LPL,Red,'Invictus Gaming',42.15,16,20,38,4,?,?,7,?,?,?,83180,?,?,win
LPL,Red,'Rogue Warriors',32.016667,7,5,20,0,?,?,7,?,?,?,63310,?,?,win
LPL,Red,'Rogue Warriors',36.033333,11,7,36,2,?,?,10,?,?,?,73358,?,?,win
LPL,Blue,'JD Gaming',34.1,9,3,22,3,?,?,11,?,?,?,69329,?,?,win
LPL,Blue,'Suning Gaming',39.8,12,6,38,2,?,?,10,?,?,?,82872,?,?,win
LPL,Blue,'JD Gaming',25.183333,17,0,44,3,?,?,11,?,?,?,53553,?,?,win
LPL,Red,'Rogue Warriors',34.3,6,7,20,2,?,?,7,?,?,?,65437,?,?,win
LPL,Red,'Rogue Warriors',31.3,17,6,45,3,?,?,10,?,?,?,68097,?,?,win
LPL,Blue,'Suning Gaming',31.666667,17,4,42,3,?,?,11,?,?,?,67297,?,?,win
LPL,Blue,'Suning Gaming',43.5,15,14,33,3,?,?,8,?,?,?,85383,?,?,win
LPL,Blue,'Snake Esports',32.716667,14,7,34,3,?,?,8,?,?,?,69712,?,?,win
LPL,Blue,OMG,30.4,15,7,36,2,?,?,10,?,?,?,65704,?,?,win
LPL,Blue,'Snake Esports',29.666667,11,3,34,3,?,?,7,?,?,?,61390,?,?,win
LPL,Blue,'Topsports Gaming',41.6,13,6,37,1,?,?,11,?,?,?,82278,?,?,win
LPL,Blue,'LGD Gaming',27.066667,8,3,15,1,?,?,11,?,?,?,57178,?,?,win
LPL,Red,'LGD Gaming',33.433333,14,5,32,2,?,?,11,?,?,?,70984,?,?,win
LPL,Blue,OMG,35.733333,20,7,50,4,?,?,11,?,?,?,75237,?,?,win
LPL,Blue,OMG,30.05,24,8,38,2,?,?,9,?,?,?,61699,?,?,win
LCK,Blue,'ROX Tigers',33.516667,13,7,37,1,0,1,9,1,63614,188,63059,1228.308304,34.699155,win
LCK,Blue,'KSV Esports',32.2,9,5,25,3,0,0,8,2,44790,146,61577,1257.534161,37.080745,win
LCK,Blue,'ROX Tigers',32.916667,13,1,30,1,0,1,9,1,67278,170,62024,1230.410127,35.908861,win
LCK,Red,'Afreeca Freecs',51.333333,16,10,43,1,0,1,11,3,91493,239,103657,1380.448052,39.974026,win
LCK,Blue,'Afreeca Freecs',35.283333,14,6,27,2,0,?,11,1,78991,211,76493,1516.908833,42.456306,win
TCL,Blue,'Team AURORA',38.633333,17,13,34,3,0,1,11,2,86038,187,76775,1339.604832,35.798102,win
LCK,Red,'SK Telecom T1',36.8,13,5,30,3,0,0,11,1,82012,137,78687,1488.788043,41.902174,win
LCK,Red,'BBQ Olivers',74.033333,14,15,22,7,4,1,11,5,216398,300,140842,1271.80009,35.659613,win
LCK,Red,'SK Telecom T1',31.283333,8,6,18,4,0,1,7,0,51772,160,60409,1274.979222,39.957379,win
LCK,Red,'Kingzone DragonX',32.083333,12,3,25,3,0,?,11,2,63350,137,68332,1474.877922,41.392208,win
LCK,Blue,'Kingzone DragonX',36.966667,18,7,49,2,0,?,10,1,80715,227,73987,1352.174932,36.411181,win
LCK,Blue,'Afreeca Freecs',35.416667,11,7,25,2,0,0,11,2,61771,204,70944,1352.216471,37.835294,win
LCK,Red,'Afreeca Freecs',30.95,13,2,37,2,0,1,9,2,49393,200,64936,1441.570275,41.550889,win
LCK,Blue,'Jin Air Green Wings',35.883333,16,2,43,0,0,0,7,0,88595,170,62974,1104.562935,34.16628,win
NAAc,Blue,'FlyQuest Academy',24.216667,14,6,36,1,0,1,9,1,55860,93,51491,1457.359945,34.150034,win
LCK,Blue,'ROX Tigers',49.9,12,6,30,3,0,1,11,1,124136,260,88504,1134.012024,34.108216,win
LCK,Red,'ROX Tigers',32.116667,13,10,39,2,0,1,11,2,50672,154,63891,1334.434873,33.253762,win
LCK,Red,'Kingzone DragonX',47.866667,6,3,13,3,1,1,11,1,76445,273,94313,1329.538997,43.913649,win
LCK,Blue,'Kingzone DragonX',42.033333,7,4,17,6,1,0,11,1,83895,259,84691,1370.069786,41.015067,win
LCK,Red,MVP,40.4,9,10,32,1,0,?,7,1,87362,180,74097,1187.975248,38.391089,win
LCK,Blue,MVP,23.75,7,1,16,1,0,0,9,1,41905,86,48006,1351.284211,36.715789,win
LCK,Blue,'SK Telecom T1',28.533333,13,1,36,3,0,0,11,1,55643,143,60420,1457.228972,38.866822,win
LCK,Red,'SK Telecom T1',35.5,12,3,37,0,0,1,11,2,81546,183,70933,1347.295775,36.676056,win
CBLoL,Red,'CNB e-Sports Club',39.183333,16,6,50,3,0,1,10,2,89735,160,74592,1256.498511,33.789877,win
LCK,Red,'KT Rolster',35.65,16,4,47,3,0,1,11,1,74114,189,72423,1380.847125,39.523142,win
LCK,Blue,'KT Rolster',35.283333,13,3,33,1,0,0,9,1,73053,154,70553,1348.557393,40.529051,win
LMS,Red,'Hong Kong Attitude',47.766667,14,9,40,3,1,0,11,2,120446,231,88276,1207.218423,34.647592,win
LMS,Blue,G-Rex,43.05,12,11,39,2,1,?,9,2,81761,253,81981,1260.311266,36.353078,win
LMS,Blue,G-Rex,28.383333,16,5,48,1,0,1,10,1,70258,133,57479,1364.54727,33.399883,win
LMS,Red,'Flash Wolves',34.683333,6,0,17,3,0,0,10,1,57657,214,65866,1247.336857,39.529073,win
LMS,Red,'AHQ e-Sports Club',38.283333,11,4,24,4,0,1,9,2,67988,236,74461,1297.003047,37.718764,win
LMS,Blue,'Flash Wolves',41.966667,13,8,33,2,0,0,8,1,89673,244,75795,1161.240667,35.766481,win
LMS,Blue,'J Team',42.75,12,12,34,1,1,?,6,1,100041,210,77280,1163.48538,35.859649,win
LMS,Blue,'Machi 17',31.583333,12,2,27,0,0,1,11,1,75797,119,61859,1302.965699,35.588391,win
LMS,Blue,'Machi 17',36.933333,14,10,43,1,0,1,8,0,90178,141,71186,1278.108303,36.498195,win
LMS,Blue,'MAD Team',39.716667,20,13,52,1,1,1,8,0,89775,211,73201,1196.384389,33.562736,win
LMS,Red,'Hong Kong Attitude',39.383333,11,4,21,1,0,1,10,2,66536,197,74580,1246.705036,36.487516,win
LMS,Blue,'MAD Team',31.533333,12,1,28,3,0,1,7,1,42884,137,58954,1213.877378,36.849894,win
NAAc,Blue,'FlyQuest Academy',37.083333,18,9,41,1,0,1,11,2,78229,142,75384,1383.667416,37.105618,win
NAAc,Red,'100 Thieves Academy',32.1,14,4,43,3,0,1,9,1,70767,156,63472,1322.392523,37.165109,win
NAAc,Red,'CLG Academy',40.433333,17,4,44,4,0,?,10,2,80787,148,84610,1446.499588,38.161583,win
NAAc,Red,'Team Liquid Academy',34.483333,13,9,30,3,0,0,11,2,89021,133,66738,1283.40841,33.262446,win
NAAc,Red,'Clutch Gaming Academy',34.9,12,3,28,3,0,1,11,2,67963,161,70767,1376.223496,38.252149,win
NAAc,Blue,'TSM Academy',73.5,15,15,38,1,0,1,11,6,233468,310,122273,1032.829932,27.210884,win
NAAc,Blue,'Cloud9 Academy',24.766667,17,4,48,2,0,1,11,1,49552,125,53541,1494.177658,33.795424,win
NAAc,Blue,'OpTic Academy',36.316667,13,5,38,2,0,1,8,1,81204,166,67186,1200.060578,37.062873,win
NAAc,Red,'FlyQuest Academy',34.183333,13,8,33,3,0,?,11,2,77288,158,69144,1370.428084,36.596782,win
NAAc,Blue,'Golden Guardians Academy',47.116667,21,14,56,4,0,1,9,3,120539,213,89609,1260.607004,34.679873,win
EULCS,Red,Splyce,34.033333,8,0,16,3,0,0,7,0,46222,147,62170,1174.248776,37.639569,win
EULCS,Red,Vitality,68.916667,14,6,34,2,2,1,10,1,147294,354,132329,1288.135429,38.220073,win
EULCS,Blue,'Giants Gaming',38,13,8,32,0,0,0,6,1,60206,132,69457,1179.552632,37.578947,win
EULCS,Blue,Fnatic,34.583333,16,11,37,0,0,0,8,1,69973,158,65278,1235.710843,35.190361,win
EULCS,Blue,'G2 Esports',57.65,18,17,51,2,0,0,8,2,180306,240,107457,1228.052038,34.934952,win
EULCS,Red,Vitality,39.75,14,8,20,5,1,1,11,3,87432,167,82381,1425.811321,36.981132,win
EULCS,Blue,'Schalke 04',30.116667,16,1,32,3,0,0,11,1,78049,128,62856,1429.328168,38.848921,win
EULCS,Blue,Roccat,32.083333,11,0,26,2,0,0,11,1,50048,187,65415,1383.958442,40.612987,win
EULCS,Blue,Fnatic,31.616667,14,4,37,2,0,?,9,1,54031,133,63198,1343.297839,38.460727,win
EULCS,Blue,'G2 Esports',36.85,12,10,36,2,0,1,10,2,101539,161,76062,1414.702849,38.426052,win
LPL,Blue,'Bilibili Gaming',28.566667,14,5,30,2,?,?,9,?,?,?,61768,?,?,win
LPL,Red,'Bilibili Gaming',36.1,8,3,19,3,?,?,11,?,?,?,74586,?,?,win
LPL,Blue,'Invictus Gaming',28.75,16,5,35,0,?,?,10,?,?,?,61546,?,?,win
LPL,Blue,'Funplus Phoenix',33.8,21,6,34,3,?,?,11,?,?,?,73260,?,?,win
LPL,Blue,'Invictus Gaming',23.683333,15,3,32,1,?,?,11,?,?,?,53026,?,?,win
LPL,Blue,'LGD Gaming',36.65,18,9,47,1,?,?,10,?,?,?,76960,?,?,win
LPL,Blue,'Snake Esports',61.15,26,28,64,2,?,?,9,?,?,?,115216,?,?,win
LPL,Red,'Snake Esports',52.95,12,6,41,4,?,?,10,?,?,?,101709,?,?,win
LPL,Red,'Suning Gaming',31.966667,13,5,43,3,?,?,9,?,?,?,67366,?,?,win
LPL,Red,'Suning Gaming',26.816667,18,5,51,2,?,?,10,?,?,?,58615,?,?,win
NALCS,Red,'Clutch Gaming',54.533333,12,11,38,4,1,0,8,2,122613,217,102844,1248.623472,36.399755,win
NALCS,Red,Cloud9,30.166667,12,2,22,4,0,1,11,1,79215,111,62547,1415.701657,39.18232,win
NALCS,Blue,'OpTic Gaming',35.083333,13,7,32,2,0,0,11,2,85215,164,66511,1244.522565,33.092637,win
NALCS,Red,FlyQuest,34.85,12,2,42,3,0,0,8,2,64477,160,70769,1379.133429,37.503587,win
NALCS,Blue,'Echo Fox',34.066667,14,13,34,3,0,1,10,1,85716,134,67026,1315.04501,36.516634,win
NALCS,Blue,Cloud9,39.016667,13,8,37,2,0,1,8,1,91970,135,72303,1205.8129,37.599317,win
NALCS,Red,'Golden Guardians',37.266667,11,5,28,3,0,1,10,3,63066,192,73073,1311.837209,36.010733,win
NALCS,Blue,'Team SoloMid',31.3,13,5,43,2,0,1,11,1,74600,122,66571,1470.84345,37.348243,win
NALCS,Red,'Echo Fox',42.916667,15,7,44,2,0,?,8,2,93416,155,83370,1298.493204,36.535922,win
NALCS,Red,'Clutch Gaming',31.35,11,6,38,2,0,0,7,2,60147,165,59551,1243.598086,36.331738,win
LPL,Red,'Rogue Warriors',26.916667,12,2,40,3,?,?,7,?,?,?,53440,?,?,win
LPL,Red,'Rogue Warriors',32.116667,14,10,39,0,?,?,7,?,?,?,62159,?,?,win
LPL,Blue,'Royal Never Give Up',38.1,11,7,24,3,?,?,9,?,?,?,79625,?,?,win
LPL,Blue,'Bilibili Gaming',48.666667,12,15,32,2,?,?,9,?,?,?,93526,?,?,win
LPL,Blue,'Royal Never Give Up',30.283333,7,0,12,3,?,?,11,?,?,?,62897,?,?,win
LPL,Blue,'JD Gaming',37.533333,11,4,27,3,?,?,11,?,?,?,74286,?,?,win
LPL,Blue,'Royal Never Give Up',45.316667,14,13,35,4,?,?,9,?,?,?,88975,?,?,win
LPL,Blue,'JD Gaming',28.95,12,1,34,1,?,?,9,?,?,?,61772,?,?,win
LPL,Blue,'Rogue Warriors',32.683333,23,17,61,4,?,?,11,?,?,?,72873,?,?,win
TCL,Blue,'Royal Bandits e-sports',35.433333,17,4,47,3,0,0,9,1,60062,174,67179,1245.036689,34.571966,win
TCL,Red,'Team AURORA',29.833333,21,8,40,2,0,0,10,1,84587,93,64439,1501.776536,34.189944,win
TCL,Red,SuperMassive,23.9,14,3,39,1,0,1,8,1,61273,69,48214,1347.665272,34.309623,win
TCL,Red,YouthCREW,35.633333,19,18,46,2,0,0,11,2,107735,168,70439,1326.101029,31.431244,win
TCL,Red,'Fenerbahce Esports',34.966667,18,4,40,2,0,?,11,2,97405,130,74474,1478.448046,37.464252,win
TCL,Blue,'Dark Passage',21.616667,12,1,30,1,0,1,9,1,37114,101,43216,1323.451041,31.781033,win
TCL,Blue,SuperMassive,27.166667,25,5,65,3,0,1,10,1,79346,90,56542,1418.576687,31.766871,win
TCL,Blue,'Royal Bandits e-sports',30.083333,13,5,22,2,0,0,8,2,49641,117,59604,1323.490305,35.102493,win
TCL,Red,'Dark Passage',25.583333,12,3,34,2,0,0,7,1,51941,95,51114,1332.078176,36.156352,win
TCL,Red,SuperMassive,28.933333,19,4,50,3,0,0,11,1,64377,141,63603,1538.633641,37.880184,win
TCL,Blue,'Fenerbahce Esports',46.2,18,8,45,4,1,0,11,1,107128,170,91117,1330.402597,34.264069,win
EULCS,Red,Splyce,27.15,8,1,12,3,0,1,11,1,37396,110,55332,1375.255985,38.563536,win
EULCS,Red,H2K,36.066667,17,10,57,1,0,1,7,1,90220,139,68714,1254.987061,33.354898,win
EULCS,Blue,Misfits,34.4,11,4,31,2,0,1,8,1,65760,184,65347,1247.563953,38.77907,win
EULCS,Blue,'G2 Esports',34.016667,11,0,35,2,0,?,11,1,67046,162,66344,1297.828515,36.482117,win
EULCS,Red,Fnatic,32.616667,10,5,21,2,0,0,9,1,69068,127,66492,1384.341339,38.87583,win
EULCS,Blue,'Unicorns of Love',33.483333,22,11,62,4,0,0,10,1,100473,165,67730,1369.642608,31.538079,win
EULCS,Red,H2K,33.016667,10,8,34,3,0,1,11,1,64475,138,62282,1232.644119,33.861686,win
EULCS,Red,Roccat,37.683333,11,2,31,1,0,1,7,0,86650,201,65781,1097.057939,35.453339,win
EULCS,Red,'G2 Esports',36.866667,14,6,35,2,0,0,10,1,54414,237,68468,1207.801085,35.45208,win
EULCS,Blue,Fnatic,43.133333,13,7,33,2,1,1,10,0,96741,182,81950,1255.97527,37.256569,win
NAAc,Red,'TSM Academy',52.133333,19,8,60,5,2,?,11,2,151325,170,97480,1231.388747,32.992327,win
NAAc,Blue,'100 Thieves Academy',36.8,13,3,27,3,0,0,9,2,76568,134,73193,1339.494565,38.967391,win
NAAc,Blue,'FlyQuest Academy',32.566667,18,8,34,3,0,1,11,1,86610,121,64210,1317.334698,33.684749,win
NAAc,Red,'Cloud9 Academy',25.233333,7,2,19,2,0,0,9,1,46486,110,51397,1370.258917,36.974901,win
NAAc,Blue,'Team Liquid Academy',32.933333,17,8,40,4,0,1,11,2,91329,117,68581,1428.576923,33.643725,win
NAAc,Blue,'OpTic Academy',42.6,19,14,47,3,1,1,11,1,108404,217,87643,1413,35.821596,win
NAAc,Red,'TSM Academy',35.783333,13,6,27,3,0,1,11,2,67671,136,70543,1320.883093,33.786679,win
NAAc,Red,'FlyQuest Academy',45.283333,18,12,51,3,1,1,8,3,116759,227,86924,1277.127714,35.178506,win
NAAc,Red,'Echo Fox Academy',39.866667,13,8,34,3,0,?,8,1,83300,175,75289,1241.954849,37.5,win
NAAc,Red,'CLG Academy',38.2,21,10,48,2,0,0,7,1,84927,136,72337,1245.565445,34.031414,win
CBLoL,Red,'paiN Gaming',34.916667,17,8,50,2,0,1,11,2,74055,173,69379,1335.522673,33.966587,win
CBLoL,Red,'Vivo Keyd',35.733333,13,6,32,2,0,1,10,2,91027,133,68202,1258.074627,34.449627,win
CBLoL,Blue,'Vivo Keyd',41.916667,17,11,53,0,0,0,11,1,87856,162,80563,1277.105368,32.994036,win
CBLoL,Blue,'KaBuM e-Sports',32.8,15,5,46,3,0,0,9,2,64042,163,64445,1310.77439,35.396341,win
CBLoL,Blue,'ProGaming Esports',38.55,12,4,28,4,0,?,10,1,59580,192,72340,1228.77821,37.198444,win
CBLoL,Blue,'KaBuM e-Sports',34.566667,20,15,47,2,0,0,10,2,95953,130,67264,1294.055931,31.301832,win
CBLoL,Red,'Red Canids',31.366667,8,2,17,0,0,0,9,1,67730,101,62473,1335.768332,38.512221,win
